"id_publicacao","link_permanente","status_messagem",status_type,Países,Idiomas,status_publicado,"Direcionamento do público","total_publicacao","Vitalício: alcance orgânico da publicação","Vitalício: alcance pago da publicação","Vitalício: total de impressões da publicação","Vitalício: impressões orgânicas da publicação","Vitalício: impressões pagas da publicação","Vitalício: usuários envolvidos","num_pub_corres","Vitalício: consumos de direcionamento do público com correspondência na publicação","Vitalício: comentários negativos dos usuários","Vitalício: feedback negativo","Vitalício: impressões da publicação por pessoas que curtiram sua Página","Vitalício: alcance da publicação por pessoas que curtiram sua Página","Vitalício: impressões pagas da publicação por pessoas que curtiram sua Página","Vitalício: alcance pago de uma publicação por pessoas que curtiram sua Página","Vitalício: pessoas que curtiram sua Página e se envolveram com a sua publicação","Vitalício: visualizações até 95% orgânicas","Vitalício: visualizações até 95% orgânicas","Vitalício: visualizações até 95% pagas","Vitalício: visualizações até 95% pagas","Vitalício: visualizações do vídeo orgânicas","Vitalício: visualizações do vídeo orgânicas","Vitalício: visualizações do vídeo pagas","Vitalício: visualizações do vídeo pagas","Vitalício: tempo médio de visualização do vídeo","Duração de vídeo vitalícia","num_likes","num_shares","num_comments","Vitalício: histórias da publicação por tipo de ação - like","Vitalício: histórias da publicação por tipo de ação - share","Vitalício: histórias da publicação por tipo de ação - comment","num_other_cliks","num_photo_view","num_link_clicks","num_video_play","Consumos de direcionamento para público correspondente vitalício por tipo - other clicks","num_photo_view","Consumos de direcionamento para público correspondente vitalício por tipo - link clicks","Consumos de direcionamento para público correspondente vitalício por tipo - video play","Vitalício: comentários negativos de usuários por tipo - hide_all_clicks","Vitalício: comentários negativos de usuários por tipo - hide_clicks","Vitalício: feedback negativo por tipo - hide_all_clicks","Vitalício: feedback negativo por tipo - hide_clicks"
218725464821904_1953922077968892,https://www.facebook.com/faculdadecn/posts/1953922077968892,"Vamos falar sobre comunicação?

Aula inaugural dos cursos de Jornalismo e de Rádio e TV",Photo,,,"02/26/2018 04:00:00 AM"," ",525,525,0,762,762,0,21,10,11,1,1,425,276,0,0,13,0,0,0,0,0,0,0,0,0,0,12,2,,12,2,,6,4,,,7,4,,,1,,1,
218725464821904_1955163887844711,https://www.facebook.com/faculdadecn/posts/1955163887844711,"Calendário Acadêmico 2018.1",Photo,,,"02/23/2018 10:44:25 AM"," ",723,723,0,1000,1000,0,66,61,95,0,0,880,635,0,0,61,0,0,0,0,0,0,0,0,0,0,8,1,1,8,1,1,22,57,,,30,65,,,,,,
218725464821904_1953809977980102,https://www.facebook.com/faculdadecn/posts/1953809977980102,"- AVISO -

A Pastoral Universitária comunica que a partir de hoje, 22 de fevereiro retomamos as adorações de quinta -feira, como de costume a partir das 20h na Capela São Domingos Sávio.",Status,,,"02/22/2018 06:14:38 AM"," ",374,374,0,537,537,0,14,6,6,0,0,432,303,0,0,13,0,0,0,0,0,0,0,0,0,0,9,2,,9,2,,6,,,,6,,,,,,,
218725464821904_1953637827997317,https://www.facebook.com/faculdadecn/posts/1953637827997317,"Anote em sua agenda!",Photo,,,"02/22/2018 03:01:14 AM"," ",697,697,0,1074,1074,0,52,28,36,0,0,639,363,0,0,39,0,0,0,0,0,0,0,0,0,0,36,3,1,39,3,1,20,12,,,24,12,,,,,,
218725464821904_1953636967997403,https://www.facebook.com/faculdadecn/posts/1953636967997403,"Foto da capa de ",Photo,,,"02/22/2018 02:59:58 AM"," ",192,192,0,273,273,0,12,7,12,0,0,218,153,0,0,10,0,0,0,0,0,0,0,0,0,0,6,,,6,,,4,4,,,7,5,,,,,,
218725464821904_1951333861561047,https://www.facebook.com/faculdadecn/posts/1951333861561047,"- AVISO -

A Pastoral Universitária da Faculdade Canção Nova convida para o retorno das atividades do Grupo de Oração, hoje, às 20h, na Capela São Domingos Sávio.

Recordamos que o Grupo de Oração acontece às terças-feiras, a partir das 20h. Participe!",Status,,,"02/20/2018 06:06:01 AM"," ",362,362,0,515,515,0,7,2,3,0,0,399,275,0,0,6,0,0,0,0,0,0,0,0,0,0,5,1,,5,1,,2,,,,3,,,,,,,
218725464821904_1930394716988295,https://www.facebook.com/faculdadecn/posts/1930394716988295,"Comemorando os 40 anos da @cancaonova 🎉🙏🏼🎂 VIVA! #cancaonova #faculdadecn #40anos",Photo,,,"02/02/2018 06:45:54 AM"," ",1193,1193,0,1721,1721,0,110,86,150,0,0,1430,971,0,0,101,0,0,0,0,0,0,0,0,0,0,33,3,,33,3,,27,82,,,56,94,,,,,,
218725464821904_1930199810341119,https://www.facebook.com/faculdadecn/posts/1930199810341119,"Visita técnica dos alunos da @faculdadecn na @cancaonova ✏️📚🙏🏼 #rtv #faculddadecn #cancaonova #jornalismocn  #alunos",Photo,,,"02/02/2018 03:02:15 AM"," ",921,921,0,1363,1363,0,61,42,68,0,0,1071,713,0,0,56,0,0,0,0,0,0,0,0,0,0,24,2,2,24,2,4,22,33,,,31,37,,,,,,
218725464821904_1929378693756564,https://www.facebook.com/faculdadecn/posts/1929378693756564,"Alunos calouros do curso de Administração de Empresas da @faculdadecn visitam setores da Canção Nova e Fundacao João Paulo II. #faculdadecn #cancaonova #faculdade #vestibular2018 #calouros #administração #adm",Photo,,,"02/01/2018 10:07:46 AM"," ",672,672,0,970,970,0,48,31,47,0,0,911,623,0,0,47,0,0,0,0,0,0,0,0,0,0,20,,,20,,,14,24,,,19,28,,,,,,
218725464821904_1934893283205105,https://www.facebook.com/faculdadecn/posts/1934902193204214,"Desafio Radical FCN - 2018",Photo,,,"01/31/2018 06:00:00 AM"," ",1648,1648,0,2321,2321,0,235,210,404,0,0,2257,1597,0,0,225,0,0,0,0,0,0,0,0,0,0,51,2,1,52,2,2,66,182,,,183,221,,,,,,
218725464821904_1928114090549691,https://www.facebook.com/faculdadecn/posts/1928114090549691,"CALOOOUROOOS
Hoje é dia de Desafio Radical, e você não pode ficar de fora. Muita diversão e espiritualidade estão esperando por você a partir das 17:45 com a Santa missa!
Não se esqueça de vir com uma roupa mais velha (nada de shorts, transparência, branco, saias e vestidos) e trazer um muda de roupa para a volta pra casa, E O MAIS IMPORTANTE: MUITA DISPOSIÇÃO E O CORAÇÃO ABERTO! 😉",Photo,,,"01/31/2018 05:09:37 AM"," ",937,937,0,1349,1349,0,90,68,80,0,0,1156,788,0,0,83,0,0,0,0,0,0,0,0,0,0,33,2,1,37,2,1,63,8,,,72,8,,,,,,
218725464821904_1927971770563923,https://www.facebook.com/faculdadecn/posts/1927971770563923,"Alunos do primeiro ano de Filosofia da @faculdadecn 👏🏼📚✏️ #vestibular2018 #faculdadecn #cancaonova #filosofia",Photo,,,"01/31/2018 02:06:29 AM"," ",639,639,0,935,935,0,59,35,42,0,0,891,600,0,0,58,0,0,0,0,0,0,0,0,0,0,27,,,27,,,15,24,,,15,27,,,,,,
218725464821904_1927200880641012,https://www.facebook.com/faculdadecn/posts/1927200880641012,"Semana de Acolhimento 2018 (29/01)",Photo,,,"01/30/2018 09:13:31 AM"," ",1464,1464,0,2047,2047,0,168,167,318,2,2,1993,1426,0,0,161,0,0,0,0,0,0,0,0,0,0,4,,,12,,,48,155,,,151,167,,,1,1,1,1
218725464821904_1926040640757036,https://www.facebook.com/faculdadecn/posts/1926040640757036,"Já está disponível no Portal FCN o Calendário Acadêmico 2018!

http://www.fcn.edu.br/blog/2018/01/29/calendario-academico-2018/",Link,,,"01/29/2018 08:25:34 AM"," ",613,613,0,890,890,0,47,34,45,0,0,806,548,0,0,44,0,0,0,0,0,0,0,0,0,0,14,2,,14,2,,8,1,28,,9,1,35,,,,,
218725464821904_1925822210778879,https://www.facebook.com/faculdadecn/posts/1925822210778879,"Primeiro Período de Teologia #faculdadecn #cancaonova #teologia",Photo,,,"01/29/2018 04:15:23 AM"," ",1943,1943,0,4477,4477,0,366,217,329,1,2,1446,963,0,0,129,0,0,0,0,0,0,0,0,0,0,218,3,33,239,6,63,117,158,1,,153,175,1,,2,,1,
218725464821904_1925719660789134,https://www.facebook.com/faculdadecn/posts/1925719660789134,,Photo,,,"01/29/2018 01:57:38 AM"," ",683,683,0,996,996,0,29,19,25,1,3,904,615,0,0,26,0,0,0,0,0,0,0,0,0,0,13,1,,13,1,,10,13,1,,11,13,1,,,3,,1
218725464821904_1912792698748497,https://www.facebook.com/faculdadecn/posts/1912792698748497,"Lista dos aprovados no Processo Seletivo - Seleção Simplificada 2018

http://www.fcn.edu.br/blog/2018/01/17/lista-de-aprovados-selecao-simplificada-2018/",Link,,,"01/17/2018 09:59:31 AM"," ",495,495,0,718,718,0,31,27,32,0,0,628,426,0,0,29,0,0,0,0,0,0,0,0,0,0,5,1,,5,1,,4,,25,,4,,28,,,,,
218725464821904_1959430237418076,https://www.facebook.com/faculdadecn/posts/1912476195446814,"Foto da capa de ",Photo,,,"01/17/2018 03:16:21 AM"," ",208,208,0,326,326,0,13,11,15,0,0,271,175,0,0,11,0,0,0,0,0,0,0,0,0,0,3,,,3,,,4,9,,,4,11,,,,,,
218725464821904_1908352662525834,https://www.facebook.com/faculdadecn/posts/1908352662525834,"Hoje é um dia especial 🎉 Está ocorrendo o Processo Seletivo 2018 da @faculdadecn 📝📚 #vestibular2018 #cancaonova #faculdadecn",Photo,,,"01/13/2018 03:18:47 AM"," ",1657,1657,0,2477,2477,0,180,124,175,0,0,2336,1573,0,0,163,0,0,0,0,0,0,0,0,0,0,76,1,5,78,1,7,71,82,,,87,88,,,,,,
218725464821904_1907307679296999,https://www.facebook.com/faculdadecn/posts/1907307679296999,"BOA PROVA!",Photo,,,"01/13/2018 02:01:00 AM"," ",306,306,0,430,430,0,15,9,11,0,0,371,261,0,0,13,0,0,0,0,0,0,0,0,0,0,7,1,,7,1,,3,7,,,4,7,,,,,,
218725464821904_1907306809297086,https://www.facebook.com/faculdadecn/posts/1907306809297086,"É amanhã galera!!!",Photo,,,"01/12/2018 03:00:00 AM"," ",237,237,0,365,365,0,12,6,6,0,0,328,209,0,0,12,0,0,0,0,0,0,0,0,0,0,7,,1,7,,1,3,3,,,3,3,,,,,,
218725464821904_1906300432731057,https://www.facebook.com/faculdadecn/posts/1906300432731057,"Hoje é o último dia de inscrição do Processo Seletivo 2018 da Faculdade Canção Nova! 
Inscreva-se: http://www.fcn.edu.br/blog/2017/09/27/processo-seletivo-2018/?preview_id=10419&amp;preview_nonce=0d5f916098&amp;_thumbnail_id=-1&amp;preview=true",Link,,,"01/11/2018 06:00:00 AM"," ",348,348,0,539,539,0,15,3,6,0,0,358,224,0,0,12,0,0,0,0,0,0,0,0,0,0,10,2,1,10,2,1,2,,2,,4,,2,,,,,
218725464821904_1872736396087461,https://www.facebook.com/faculdadecn/posts/1872736396087461,,Photo,,,"01/11/2018 03:30:01 AM"," ",360,360,0,498,498,0,10,4,5,0,0,445,319,0,0,9,0,0,0,0,0,0,0,0,0,0,6,1,,6,1,,1,4,,,1,4,,,,,,
218725464821904_1891926057501828,https://www.facebook.com/faculdadecn/posts/1891926057501828,"Processo Seletivo – Seleção Simplificada 2018
 

Período de Inscrições: 01/12/2017 as 00:00 até 11/01/2018 as 23:59.

AMANHÃ É O ÚLTIMO DIA DE INSCRIÇÃO :)",Photo,,,"01/10/2018 02:00:00 AM"," ",1187,1187,0,1791,1791,0,73,40,48,0,0,1478,956,0,0,57,0,0,0,0,0,0,0,0,0,0,33,3,10,33,3,13,32,12,,,36,12,,,,,,
218725464821904_1872739496087151,https://www.facebook.com/faculdadecn/posts/1872739496087151,"Inscreva-se: www.fcn.edu.br",Photo,,,"01/09/2018 03:33:00 AM"," ",383,383,0,548,548,0,13,8,9,0,0,476,330,0,0,9,0,0,0,0,0,0,0,0,0,0,6,1,1,6,1,1,5,4,,,5,4,,,,,,
218725464821904_1891764670851300,https://www.facebook.com/faculdadecn/posts/1891764670851300,"O processo seletivo está chegando, fique por dentro de toda as informações acessando o Portal da Faculdade Canção Nova.

http://www.fcn.edu.br/",,,,"01/08/2018 05:38:00 AM"," ",270,270,0,402,402,0,8,4,4,0,0,353,233,0,0,6,0,0,0,0,0,0,0,0,0,0,3,1,,3,1,,2,,2,,2,,2,,,,,
218725464821904_1872736862754081,https://www.facebook.com/faculdadecn/posts/1872736862754081,,Photo,,,"01/05/2018 03:30:00 AM"," ",280,280,0,413,413,0,11,6,7,0,0,357,242,0,0,10,0,0,0,0,0,0,0,0,0,0,6,1,,6,1,,2,4,,,2,5,,,,,,
218725464821904_1891762260851541,https://www.facebook.com/faculdadecn/posts/1891762260851541,"Processo Seletivo – Seleção Simplificada 2018
 

Período de Inscrições: 01/12/2017 as 00:00 até 11/01/2018 as 23:59.
 

Data da prova: 13 de Janeiro
 

 

Cursos: Administração, Rádio e TV, Jornalismo, Teologia e Filosofia.
 

 

Local: Faculdade canção Nova
Rua: Carlos Pinto Filho, Vila Cacarro – Cachoeira Paulista",Status,,,"01/04/2018 06:00:00 AM"," ",481,481,0,755,755,0,34,33,37,0,0,689,438,0,0,34,0,0,0,0,0,0,0,0,0,0,1,1,,1,1,,33,,,,37,,,,,,,
218725464821904_1872738839420550,https://www.facebook.com/faculdadecn/posts/1872738839420550,"Eai, já fez a sua inscrição para o Vestibular 2018 da Faculdade Canção Nova?
Inscreva-se: www.fcn.edu.br",Photo,,,"01/03/2018 03:32:01 AM"," ",463,463,0,628,628,0,9,4,4,0,0,530,387,0,0,9,0,0,0,0,0,0,0,0,0,0,3,2,,3,2,,3,,1,,3,,1,,,,,
218725464821904_1891761134184987,https://www.facebook.com/faculdadecn/posts/1891761134184987,"Confira o Processo Seletivo 2018 - Seleção Simplificada!

http://www.fcn.edu.br/blog/2017/09/27/processo-seletivo-2018/",Link,,,"01/02/2018 05:34:00 AM"," ",731,731,0,1069,1069,0,32,15,17,0,0,900,599,0,0,30,0,0,0,0,0,0,0,0,0,0,18,3,1,18,3,1,11,,6,,11,,6,,,,,
