"Número de identificação da publicação","Link permanente","Publicar mensagem",Tipo,Países,Idiomas,Publicado,"Direcionamento do público","Vitalício: alcance total da publicação","Vitalício: alcance orgânico da publicação","Vitalício: alcance pago da publicação","Vitalício: total de impressões da publicação","Vitalício: impressões orgânicas da publicação","Vitalício: impressões pagas da publicação","Vitalício: usuários envolvidos","Vitalício: consumidores de direcionamento do público com correspondência na publicação","Vitalício: consumos de direcionamento do público com correspondência na publicação","Vitalício: comentários negativos dos usuários","Vitalício: feedback negativo","Vitalício: impressões da publicação por pessoas que curtiram sua Página","Vitalício: alcance da publicação por pessoas que curtiram sua Página","Vitalício: impressões pagas da publicação por pessoas que curtiram sua Página","Vitalício: alcance pago de uma publicação por pessoas que curtiram sua Página","Vitalício: pessoas que curtiram sua Página e se envolveram com a sua publicação","Vitalício: visualizações até 95% orgânicas","Vitalício: visualizações até 95% orgânicas","Vitalício: visualizações até 95% pagas","Vitalício: visualizações até 95% pagas","Vitalício: visualizações do vídeo orgânicas","Vitalício: visualizações do vídeo orgânicas","Vitalício: visualizações do vídeo pagas","Vitalício: visualizações do vídeo pagas","Vitalício: tempo médio de visualização do vídeo","Duração de vídeo vitalícia"
,,,,,,,,"Vitalício: o número de pessoas para as quais a publicação da sua Página apareceu na tela. As publicações incluem status, fotos, links, vídeos e muito mais. (Usuários únicos)","Vitalício: o número de pessoas para as quais a publicação da sua Página apareceu na tela por meio de distribuição não paga. (Usuários únicos)","Vitalício: o número de pessoas para as quais a publicação da sua Página apareceu na tela por meio de distribuição paga, como um anúncio. (Usuários únicos)","Vitalício: o número de vezes que a publicação da sua Página apareceu na tela de uma pessoa. As publicações incluem status, fotos, links, vídeos e muito mais. (Número total)","Vitalício: o número de vezes que as publicações da sua Página apareceram na tela de uma pessoa por meio de distribuição não paga. (Número total)","Vitalício: o número de vezes que a publicação da sua Página apareceu na tela de uma pessoa por meio de distribuição paga, como um anúncio. (Número total)","Vitalício: O número de pessoas únicas que se envolveram de determinadas formas com a publicação da sua Página, por exemplo, comentando, curtindo, compartilhando ou clicando em elementos específicos da publicação. (usuários únicos)","Vitalício: número de pessoas que corresponderam ao direcionamento de público e que clicaram em qualquer lugar da sua publicação no Feed de Notícias. (usuários únicos)","Vitalício: o número de cliques em qualquer lugar da sua publicação no Feed de Notícias do usuário que correspondeu ao direcionamento de público nela. (contagem total)","Vitalício: o número de pessoas que fizeram comentários negativos em sua publicação. (usuários únicos)","Vitalício: o número de vezes que as pessoas fizeram comentários negativos na sua publicação. (contagem total)","Vitalício: o número de impressões da sua publicação na Página para pessoas que curtiram sua Página. (contagem total)","Vitalício: o número de pessoas que viram sua publicação na Página porque curtiram sua Página (usuários únicos)","Vitalício: o número de impressões pagas da sua publicação na Página para pessoas que curtiram sua Página. (contagem total)","Vitalício: o número de pessoas que curtiram sua Página e que viram a publicação da sua Página em um anúncio ou história patrocinada. (usuários únicos)","Vitalício: o número de pessoas que curtiram sua Página e clicaram em qualquer lugar das suas publicações. (usuários únicos)","Vitalício: o número de vezes que seu vídeo foi visualizado até 95% de sua duração sem nenhuma promoção paga. (usuários únicos)","Vitalício: o número de vezes que seu vídeo foi visualizado até 95% de sua duração sem nenhuma promoção paga. (contagem total)","Vitalício: o número de vezes que seu vídeo foi visualizado até 95% de sua duração após uma promoção paga. (usuários únicos)","Vitalício: o número de vezes que seu vídeo foi visualizado até 95% de sua duração após uma promoção paga. (contagem total)","Vitalício: o número de vezes que seu vídeo foi visualizado por mais de 3 segundos sem nenhuma promoção paga. (usuários únicos)","Vitalício: o número de vezes que seu vídeo foi visualizado por mais de 3 segundos sem nenhuma promoção paga. (contagem total)","Vitalício: o número de vezes que seu vídeo foi visualizado por mais de 3 segundos após uma promoção paga. (usuários únicos)","Vitalício: o número de vezes que seu vídeo foi visualizado por mais de 3 segundos após uma promoção paga. (contagem total)","Vitalício: tempo médio de visualização do vídeo (contagem total)","Vitalícia: duração de uma publicação de vídeo (contagem total)"
